HTS,clean_hts,Heading,s301_rate
8215.99.45,82159945,9903.88.15,7.5
8301-10-20 00:00:00,8301-10-20 00:00:00,9903.88.15,7.5
8301.10.40,83011040,9903.88.15,7.5
8301.10.60,83011060,9903.88.15,7.5
8301.10.80,83011080,9903.88.15,7.5
8301.20.00,83012000,9903.88.03,25.0
8301.30.00,83013000,9903.88.15,7.5
8301.40.60,83014060,9903.88.15,7.5
8301.50.00,83015000,9903.88.15,7.5
8301.60.00,83016000,9903.88.15,7.5
8301.70.00,83017000,9903.88.15,7.5
8302-10-30 00:00:00,8302-10-30 00:00:00,9903.88.15,7.5
8302.10.60,83021060,9903.88.03,25.0
8302.10.90,83021090,9903.88.03,25.0
8302.20.00,83022000,9903.88.03,25.0
8302.30.30,83023030,9903.88.03,25.0
8302.30.60,83023060,9903.88.03,25.0
8302.41.30,83024130,9903.88.03,25.0
8302.41.60,83024160,9903.88.03,25.0
8302.41.90,83024190,9903.88.03,25.0
8302.42.30,83024230,9903.88.15,7.5
8302.42.60,83024260,9903.88.15,7.5
8302.49.20,83024920,9903.88.03,25.0
8302.49.40,83024940,9903.88.03,25.0
8302.49.60,83024960,9903.88.03,25.0
8302.49.80,83024980,9903.88.03,25.0
8302.50.00,83025000,9903.88.03,25.0
8302.60.30,83026030,9903.88.03,25.0
8302.60.90,83026090,9903.88.03,25.0
8303.00.00,83030000,9903.88.03,25.0
8305.10.00,83051000,9903.88.15,7.5
8305.20.00,83052000,9903.88.15,7.5
8305.90.60,83059060,9903.88.15,7.5
8306.21.00,83062100,9903.88.15,7.5
8306.30.00,83063000,9903.88.03,25.0
8307-10-30 00:00:00,8307-10-30 00:00:00,9903.88.03,25.0
8307.10.60,83071060,9903.88.03,25.0
8307.90.30,83079030,9903.88.03,25.0
8307.90.60,83079060,9903.88.03,25.0
8308.10.00,83081000,9903.88.03,25.0
8308.20.30,83082030,9903.88.03,25.0
8308.20.60,83082060,9903.88.03,25.0
8308.90.30,83089030,9903.88.03,25.0
8308.90.60,83089060,9903.88.03,25.0
8308.90.90,83089090,9903.88.03,25.0
8309.10.00,83091000,9903.88.03,25.0
8309.90.00,83099000,9903.88.03,25.0
8310.00.00,83100000,9903.88.03,25.0
8311.10.00,83111000,9903.88.03,25.0
8311.20.00,83112000,9903.88.03,25.0
8311.30.30,83113030,9903.88.03,25.0
8311.30.60,83113060,9903.88.03,25.0
8311.90.00,83119000,9903.88.03,25.0
8401.10.00,84011000,9903.88.01,25.0
8401.20.00,84012000,9903.88.01,25.0
8401.30.00,84013000,9903.88.01,25.0
8401.40.00,84014000,9903.88.01,25.0
8402.11.00,84021100,9903.88.01,25.0
8402.12.00,84021200,9903.88.01,25.0
8402.19.00,84021900,9903.88.01,25.0
8402.20.00,84022000,9903.88.01,25.0
8402.90.00,84029000,9903.88.01,25.0
8403.10.00,84031000,9903.88.15,7.5
8403.90.00,84039000,9903.88.15,7.5
8404.10.00,84041000,9903.88.03,25.0
8404.20.00,84042000,9903.88.01,25.0
8404.90.00,84049000,9903.88.01,25.0
8405.10.00,84051000,9903.88.01,25.0
8405.90.00,84059000,9903.88.01,25.0
8406-10-10 00:00:00,8406-10-10 00:00:00,9903.88.01,25.0
8406.10.90,84061090,9903.88.01,25.0
8406.81.10,84068110,9903.88.03,25.0
8406.81.90,84068190,9903.88.01,25.0
8406.82.10,84068210,9903.88.02,25.0
8406.82.90,84068290,9903.88.01,25.0
8406.90.20,84069020,9903.88.03,25.0
8406.90.30,84069030,9903.88.03,25.0
8406.90.40,84069040,9903.88.03,25.0
8406.90.45,84069045,9903.88.03,25.0
8406.90.50,84069050,9903.88.03,25.0
8406.90.60,84069060,9903.88.03,25.0
8406.90.70,84069070,9903.88.03,25.0
8406.90.75,84069075,9903.88.03,25.0
8407.10.00,84071000,9903.88.01,25.0
8407.21.00,84072100,9903.88.01,25.0
8407.29.00,84072900,9903.88.01,25.0
8407.31.00,84073100,9903.88.03,25.0
8407.32.10,84073210,9903.88.03,25.0
8407.32.20,84073220,9903.88.03,25.0
8407.32.90,84073290,9903.88.03,25.0
8407.33.10,84073310,9903.88.03,25.0
8407.33.30,84073330,9903.88.03,25.0
8407.33.60,84073360,9903.88.03,25.0
8407.33.90,84073390,9903.88.03,25.0
8407.34.05,84073405,9903.88.02,25.0
8407.34.14,84073414,9903.88.03,25.0
8407.34.18,84073418,9903.88.03,25.0
8407.34.25,84073425,9903.88.03,25.0
8407.34.35,84073435,9903.88.02,25.0
8407.34.44,84073444,9903.88.03,25.0
8407.34.48,84073448,9903.88.03,25.0
8407.34.55,84073455,9903.88.03,25.0
8407.90.10,84079010,9903.88.02,25.0
8407.90.90,84079090,9903.88.02,25.0
8408.10.00,84081000,9903.88.01,25.0
8408.20.10,84082010,9903.88.02,25.0
8408.20.20,84082020,9903.88.03,25.0
8408.20.90,84082090,9903.88.03,25.0
8408.90.10,84089010,9903.88.01,25.0
8408.90.90,84089090,9903.88.01,25.0
8409.10.00,84091000,9903.88.01,25.0
8409.91.10,84099110,9903.88.03,25.0
8409.91.30,84099130,9903.88.03,25.0
8409.91.50,84099150,9903.88.03,25.0
8409.91.92,84099192,9903.88.03,25.0
8409.91.99,84099199,9903.88.03,25.0
8409.99.10,84099910,9903.88.03,25.0
8409.99.91,84099991,9903.88.03,25.0
8409.99.92,84099992,9903.88.03,25.0
8409.99.99,84099999,9903.88.03,25.0
8410.11.00,84101100,9903.88.01,25.0
8410.12.00,84101200,9903.88.01,25.0
8410.13.00,84101300,9903.88.01,25.0
8410.90.00,84109000,9903.88.01,25.0
8411.11.40,84111140,9903.88.01,25.0
8411.11.80,84111180,9903.88.01,25.0
8411.12.40,84111240,9903.88.01,25.0
8411.12.80,84111280,9903.88.01,25.0
8411.21.40,84112140,9903.88.01,25.0
8411.21.80,84112180,9903.88.01,25.0
8411.22.40,84112240,9903.88.01,25.0
8411.22.80,84112280,9903.88.01,25.0
8411.81.40,84118140,9903.88.01,25.0
8411.81.80,84118180,9903.88.01,25.0
8411.82.40,84118240,9903.88.01,25.0
8411.82.80,84118280,9903.88.01,25.0
8411.91.10,84119110,9903.88.01,25.0
8411.91.90,84119190,9903.88.01,25.0
8411.99.10,84119910,9903.88.01,25.0
8411.99.90,84119990,9903.88.01,25.0
8412.10.00,84121000,9903.88.01,25.0
8412.21.00,84122100,9903.88.01,25.0
8412.29.40,84122940,9903.88.01,25.0
8412.29.80,84122980,9903.88.01,25.0
8412.31.00,84123100,9903.88.01,25.0
8412.39.00,84123900,9903.88.01,25.0
8412.80.10,84128010,9903.88.01,25.0
8412.80.90,84128090,9903.88.01,25.0
8412.90.10,84129010,9903.88.01,25.0
8412.90.90,84129090,9903.88.03,25.0
8413.11.00,84131100,9903.88.03,25.0
8413.19.00,84131900,9903.88.01,25.0
8413.20.00,84132000,9903.88.03,25.0
8413.30.10,84133010,9903.88.03,25.0
8413.30.90,84133090,9903.88.03,25.0
8413.40.00,84134000,9903.88.01,25.0
8413.50.00,84135000,9903.88.01,25.0
8413.60.00,84136000,9903.88.01,25.0
8413.70.10,84137010,9903.88.01,25.0
8413.70.20,84137020,9903.88.01,25.0
8413.81.00,84138100,9903.88.01,25.0
8413.82.00,84138200,9903.88.01,25.0
8413.91.10,84139110,9903.88.01,25.0
8413.91.20,84139120,9903.88.01,25.0
8413.91.90,84139190,9903.88.01,25.0
8413.92.00,84139200,9903.88.03,25.0
8414.10.00,84141000,9903.88.03,25.0
8414.20.00,84142000,9903.88.03,25.0
8414.30.40,84143040,9903.88.01,25.0
8414.30.80,84143080,9903.88.01,25.0
8414.40.00,84144000,9903.88.03,25.0
8414.59.10,84145910,9903.88.03,25.0
8414.59.15,84145915,9903.88.03,25.0
8414.59.30,84145930,9903.88.01,25.0
8414.59.65,84145965,9903.88.03,25.0
8414.60.00,84146000,9903.88.03,25.0
8414.70.00,84147000,9903.88.01,25.0
8414.80.05,84148005,9903.88.01,25.0
8414.80.16,84148016,9903.88.03,25.0
8414.80.20,84148020,9903.88.01,25.0
8414.80.90,84148090,9903.88.03,25.0
8414.90.10,84149010,9903.88.03,25.0
8414.90.30,84149030,9903.88.01,25.0
8414.90.41,84149041,9903.88.01,25.0
8414.90.91,84149091,9903.88.01,25.0
8415-10-30 00:00:00,8415-10-30 00:00:00,9903.88.03,25.0
8415.10.60,84151060,9903.88.03,25.0
8415.10.90,84151090,9903.88.03,25.0
8415.20.00,84152000,9903.88.03,25.0
8415.81.01,84158101,9903.88.03,25.0
8415.82.01,84158201,9903.88.03,25.0
8415.83.00,84158300,9903.88.03,25.0
8415.90.40,84159040,9903.88.15,7.5
8415.90.80,84159080,9903.88.15,7.5
8416.10.00,84161000,9903.88.15,7.5
8416.20.00,84162000,9903.88.15,7.5
8416.30.00,84163000,9903.88.03,25.0
8416.90.00,84169000,9903.88.01,25.0
8417.10.00,84171000,9903.88.01,25.0
8417.20.00,84172000,9903.88.15,7.5
8417.80.00,84178000,9903.88.01,25.0
8417.90.00,84179000,9903.88.01,25.0
8418.10.00,84181000,9903.88.03,25.0
8418.21.00,84182100,9903.88.03,25.0
8418.29.10,84182910,9903.88.03,25.0
8418.29.20,84182920,9903.88.03,25.0
8418.30.00,84183000,9903.88.03,25.0
8418.40.00,84184000,9903.88.03,25.0
8418.50.00,84185000,9903.88.03,25.0
8418.61.01,84186101,9903.88.03,25.0
8418.69.01,84186901,9903.88.01,25.0
8418.91.00,84189100,9903.88.03,25.0
8418.99.40,84189940,9903.88.03,25.0
8418.99.80,84189980,9903.88.03,25.0
8419.11.00,84191100,9903.88.01,25.0
8419.12.00,84191200,9903.88.01,25.0
8419.19.01,84191901,9903.88.01,25.0
8419.33.10,84193310,9903.88.01,25.0
8419.33.50,84193350,9903.88.01,25.0
8419.34.00,84193400,9903.88.01,25.0
8419.35.10,84193510,9903.88.01,25.0
8419.35.50,84193550,9903.88.01,25.0
8419.39.02,84193902,9903.88.01,25.0
8419.40.00,84194000,9903.88.01,25.0
8419.50.10,84195010,9903.88.01,25.0
8419.50.50,84195050,9903.88.01,25.0
8419.60.10,84196010,9903.88.02,25.0
8419.60.50,84196050,9903.88.01,25.0
8419.81.50,84198150,9903.88.15,7.5
8419.81.90,84198190,9903.88.15,7.5
8419.89.10,84198910,9903.88.02,25.0
8419.89.60,84198960,9903.88.01,25.0
8419.89.95,84198995,9903.88.02,25.0
8419.90.10,84199010,9903.88.01,25.0
8419.90.20,84199020,9903.88.01,25.0
8419.90.30,84199030,9903.88.01,25.0
8419.90.50,84199050,9903.88.01,25.0
8419.90.85,84199085,9903.88.01,25.0
8419.90.95,84199095,9903.88.01,25.0
8420-10-10 00:00:00,8420-10-10 00:00:00,9903.88.15,7.5
8420-10-20 00:00:00,8420-10-20 00:00:00,9903.88.02,25.0
8420.10.90,84201090,9903.88.01,25.0
8420.91.10,84209110,9903.88.01,25.0
8420.91.20,84209120,9903.88.01,25.0
8420.91.90,84209190,9903.88.01,25.0
8420.99.10,84209910,9903.88.02,25.0
8420.99.20,84209920,9903.88.01,25.0
8420.99.90,84209990,9903.88.01,25.0
8421.11.00,84211100,9903.88.03,25.0
8421.12.00,84211200,9903.88.15,7.5
8421.19.00,84211900,9903.88.01,25.0
8421.21.00,84212100,9903.88.01,25.0
8421.22.00,84212200,9903.88.01,25.0
8421.23.00,84212300,9903.88.03,25.0
8421.29.00,84212900,9903.88.01,25.0
8421.31.00,84213100,9903.88.03,25.0
8421.32.00,84213200,9903.88.01,25.0
8421.39.01,84213901,9903.88.01,25.0
8421.91.20,84219120,9903.88.15,7.5
8421.91.40,84219140,9903.88.15,7.5
8421.91.60,84219160,9903.88.01,25.0
8421.99.01,84219901,9903.88.01,25.0
8422.11.00,84221100,9903.88.15,7.5
8422.19.00,84221900,9903.88.01,25.0
8422.20.00,84222000,9903.88.01,25.0
8422.30.11,84223011,9903.88.01,25.0
8422.30.91,84223091,9903.88.01,25.0
8422.40.11,84224011,9903.88.01,25.0
8422.40.91,84224091,9903.88.01,25.0
8422.90.02,84229002,9903.88.15,7.5
8422.90.04,84229004,9903.88.03,25.0
8422.90.06,84229006,9903.88.01,25.0
8422.90.11,84229011,9903.88.15,7.5
8422.90.21,84229021,9903.88.15,7.5
8422.90.91,84229091,9903.88.01,25.0
8423.20.10,84232010,9903.88.01,25.0
8423.20.90,84232090,9903.88.01,25.0
8423.30.00,84233000,9903.88.01,25.0
8423.81.00,84238100,9903.88.03,25.0
8423.82.00,84238200,9903.88.01,25.0
8423.89.10,84238910,9903.88.01,25.0
8423.89.90,84238990,9903.88.01,25.0
8423.90.10,84239010,9903.88.01,25.0
8423.90.90,84239090,9903.88.01,25.0
8424.10.00,84241000,9903.88.15,7.5
8424.20.10,84242010,9903.88.03,25.0
8424.20.90,84242090,9903.88.03,25.0
8424.30.10,84243010,9903.88.03,25.0
8424.30.90,84243090,9903.88.03,25.0
8424.41.10,84244110,9903.88.03,25.0
8424.41.90,84244190,9903.88.03,25.0
8424.49.00,84244900,9903.88.03,25.0
8424.82.00,84248200,9903.88.02,25.0
8424.89.10,84248910,9903.88.01,25.0
8424.89.90,84248990,9903.88.02,25.0
8424.90.05,84249005,9903.88.15,7.5
8424.90.10,84249010,9903.88.15,7.5
8424.90.20,84249020,9903.88.01,25.0
8424.90.90,84249090,9903.88.03,25.0
8425.11.00,84251100,9903.88.01,25.0
8425.19.00,84251900,9903.88.03,25.0
8425.31.01,84253101,9903.88.03,25.0
8425.39.01,84253901,9903.88.01,25.0
8425.41.00,84254100,9903.88.03,25.0
8425.42.00,84254200,9903.88.03,25.0
8425.49.00,84254900,9903.88.03,25.0
8426.19.00,84261900,9903.92.10,25.0
8426.30.00,84263000,9903.88.03,25.0
8426.41.00,84264100,9903.88.01,25.0
8426.49.00,84264900,9903.88.01,25.0
8426.91.00,84269100,9903.88.03,25.0
8426.99.00,84269900,9903.88.01,25.0
8427.10.40,84271040,9903.88.01,25.0
8427.10.80,84271080,9903.88.01,25.0
8427.20.40,84272040,9903.88.01,25.0
8427.20.80,84272080,9903.88.01,25.0
8427.90.00,84279000,9903.88.03,25.0
8428.10.00,84281000,9903.88.15,7.5
8428.20.00,84282000,9903.88.01,25.0
8428.31.00,84283100,9903.88.01,25.0
8428.32.00,84283200,9903.88.01,25.0
8428.33.00,84283300,9903.88.01,25.0
8428.39.00,84283900,9903.88.01,25.0
8428.40.00,84284000,9903.88.03,25.0
8428.60.00,84286000,9903.88.15,7.5
8428.70.00,84287000,9903.88.01,25.0
8428.90.03,84289003,9903.88.01,25.0
8429.11.00,84291100,9903.88.01,25.0
8429.19.00,84291900,9903.88.01,25.0
8429.20.00,84292000,9903.88.01,25.0
8429.30.00,84293000,9903.88.01,25.0
8429.40.00,84294000,9903.88.01,25.0
8429.51.10,84295110,9903.88.01,25.0
8429.51.50,84295150,9903.88.01,25.0
8429.52.10,84295210,9903.88.01,25.0
8429.52.50,84295250,9903.88.01,25.0
8429.59.10,84295910,9903.88.01,25.0
8429.59.50,84295950,9903.88.01,25.0
8430.10.00,84301000,9903.88.01,25.0
8430.20.00,84302000,9903.88.15,7.5
8430.31.00,84303100,9903.88.01,25.0
8430.39.00,84303900,9903.88.01,25.0
8430.41.00,84304100,9903.88.01,25.0
8430.49.40,84304940,9903.88.03,25.0
8430.49.80,84304980,9903.88.01,25.0
8430.50.10,84305010,9903.88.03,25.0
8430.50.50,84305050,9903.88.01,25.0
8430.61.00,84306100,9903.88.01,25.0
8430.69.01,84306901,9903.88.01,25.0
8431.10.00,84311000,9903.88.01,25.0
8431.20.00,84312000,9903.88.01,25.0
8431.31.00,84313100,9903.88.01,25.0
8431.39.00,84313900,9903.88.01,25.0
8431.41.00,84314100,9903.88.01,25.0
8431.42.00,84314200,9903.88.01,25.0
8431.43.40,84314340,9903.88.01,25.0
8431.43.80,84314380,9903.88.01,25.0
8431.49.10,84314910,9903.88.01,25.0
8431.49.90,84314990,9903.88.01,25.0
8432.10.00,84321000,9903.88.01,25.0
8432.21.00,84322100,9903.88.01,25.0
8432.29.00,84322900,9903.88.02,25.0
8432.31.00,84323100,9903.88.02,25.0
8432.39.00,84323900,9903.88.02,25.0
8432.41.00,84324100,9903.88.03,25.0
8432.42.00,84324200,9903.88.02,25.0
8432.80.00,84328000,9903.88.01,25.0
8432.90.00,84329000,9903.88.01,25.0
8433.11.00,84331100,9903.88.15,7.5
8433.19.00,84331900,9903.88.15,7.5
8433.20.00,84332000,9903.88.01,25.0
8433.30.00,84333000,9903.88.01,25.0
8433.40.00,84334000,9903.88.01,25.0
8433.51.00,84335100,9903.88.01,25.0
8433.52.00,84335200,9903.88.01,25.0
8433.53.00,84335300,9903.88.01,25.0
8433.59.00,84335900,9903.88.01,25.0
8433.60.00,84336000,9903.88.01,25.0
8433.90.10,84339010,9903.88.03,25.0
8433.90.50,84339050,9903.88.01,25.0
8434.10.00,84341000,9903.88.15,7.5
8434.20.00,84342000,9903.88.01,25.0
8434.90.00,84349000,9903.88.01,25.0
8435.10.00,84351000,9903.88.15,7.5
8435.90.00,84359000,9903.88.15,7.5
8436.10.00,84361000,9903.88.01,25.0
8436.21.00,84362100,9903.88.01,25.0
8436.29.00,84362900,9903.88.01,25.0
8436.80.00,84368000,9903.88.01,25.0
8436.91.00,84369100,9903.88.01,25.0
8436.99.00,84369900,9903.88.01,25.0
8437.10.00,84371000,9903.88.01,25.0
8437.80.00,84378000,9903.88.01,25.0
8437.90.00,84379000,9903.88.01,25.0
8438.10.00,84381000,9903.88.15,7.5
8438.20.00,84382000,9903.88.15,7.5
8438.30.00,84383000,9903.88.15,7.5
8438.40.00,84384000,9903.88.15,7.5
8438.50.00,84385000,9903.88.01,25.0
8438.60.00,84386000,9903.88.01,25.0
8438.80.00,84388000,9903.88.01,25.0
8438.90.10,84389010,9903.88.15,7.5
8438.90.90,84389090,9903.88.01,25.0
8439.10.00,84391000,9903.88.01,25.0
8439.20.00,84392000,9903.88.01,25.0
8439.30.00,84393000,9903.88.01,25.0
8439.91.10,84399110,9903.88.01,25.0
8439.91.90,84399190,9903.88.01,25.0
8439.99.10,84399910,9903.88.01,25.0
8439.99.50,84399950,9903.88.01,25.0
8440.10.00,84401000,9903.88.15,7.5
8440.90.00,84409000,9903.88.15,7.5
8441.10.00,84411000,9903.88.03,25.0
8441.20.00,84412000,9903.88.01,25.0
8441.30.00,84413000,9903.88.01,25.0
8441.40.00,84414000,9903.88.01,25.0
8441.80.00,84418000,9903.88.01,25.0
8441.90.00,84419000,9903.88.01,25.0
8442.30.01,84423001,9903.88.01,25.0
8442.40.00,84424000,9903.88.01,25.0
8442.50.10,84425010,9903.88.03,25.0
8442.50.90,84425090,9903.88.15,7.5
8443-11-10 00:00:00,8443-11-10 00:00:00,9903.88.01,25.0
8443.11.50,84431150,9903.88.01,25.0
8443.12.00,84431200,9903.88.01,25.0
8443.13.00,84431300,9903.88.01,25.0
8443.14.00,84431400,9903.88.01,25.0
8443.15.00,84431500,9903.88.03,25.0
8443.16.00,84431600,9903.88.03,25.0
8443.17.00,84431700,9903.88.01,25.0
8443.19.20,84431920,9903.88.15,7.5
8443.19.30,84431930,9903.88.01,25.0
8443.31.00,84433100,9903.88.15,7.5
8443.32.10,84433210,9903.88.15,7.5
8443.32.50,84433250,9903.88.15,7.5
8443.39.10,84433910,9903.88.15,7.5
8443.39.20,84433920,9903.88.03,25.0
8443.39.30,84433930,9903.88.03,25.0
8443.39.40,84433940,9903.88.03,25.0
8443.39.50,84433950,9903.88.03,25.0
8443.39.90,84433990,9903.88.15,7.5
8443.91.10,84439110,9903.88.01,25.0
8443.91.20,84439120,9903.88.15,7.5
8443.91.30,84439130,9903.88.15,7.5
8443.99.10,84439910,9903.88.03,25.0
8443.99.20,84439920,9903.88.01,25.0
8443.99.25,84439925,9903.88.15,7.5
8443.99.30,84439930,9903.88.03,25.0
8443.99.35,84439935,9903.88.03,25.0
8443.99.40,84439940,9903.88.02,25.0
8443.99.45,84439945,9903.88.01,25.0
8443.99.50,84439950,9903.88.15,7.5
8444.00.00,84440000,9903.88.01,25.0
8445.11.00,84451100,9903.88.15,7.5
8445.12.00,84451200,9903.88.15,7.5
8445.13.00,84451300,9903.88.15,7.5
8445.19.00,84451900,9903.88.15,7.5
8445.20.00,84452000,9903.88.15,7.5
8445.30.00,84453000,9903.88.15,7.5
8445.40.00,84454000,9903.88.15,7.5
8445.90.00,84459000,9903.88.15,7.5
8446.10.00,84461000,9903.88.15,7.5
8446.21.50,84462150,9903.88.15,7.5
8446.29.00,84462900,9903.88.15,7.5
8446.30.10,84463010,9903.88.15,7.5
8446.30.50,84463050,9903.88.03,25.0
8447-11-10 00:00:00,8447-11-10 00:00:00,9903.88.15,7.5
8447.11.90,84471190,9903.88.15,7.5
8447-12-10 00:00:00,8447-12-10 00:00:00,9903.88.15,7.5
8447.12.90,84471290,9903.88.15,7.5
8447.20.20,84472020,9903.88.15,7.5
8447.20.30,84472030,9903.88.15,7.5
8447.20.40,84472040,9903.88.15,7.5
8447.20.60,84472060,9903.88.15,7.5
8447.90.10,84479010,9903.88.15,7.5
8447.90.50,84479050,9903.88.15,7.5
8447.90.90,84479090,9903.88.15,7.5
8448.11.00,84481100,9903.88.15,7.5
8448.19.00,84481900,9903.88.15,7.5
8448.20.10,84482010,9903.88.15,7.5
8448.20.50,84482050,9903.88.15,7.5
8448.31.00,84483100,9903.88.15,7.5
8448.32.00,84483200,9903.88.15,7.5
8448.33.00,84483300,9903.88.15,7.5
8448.39.10,84483910,9903.88.15,7.5
8448.39.50,84483950,9903.88.15,7.5
8448.39.90,84483990,9903.88.15,7.5
8448.42.00,84484200,9903.88.15,7.5
8448.49.10,84484910,9903.88.15,7.5
8448.49.20,84484920,9903.88.15,7.5
8448.51.10,84485110,9903.88.15,7.5
8448.51.20,84485120,9903.88.03,25.0
8448.51.30,84485130,9903.88.15,7.5
8448.51.50,84485150,9903.88.15,7.5
8448.59.10,84485910,9903.88.15,7.5
8448.59.50,84485950,9903.88.15,7.5
8449.00.10,84490010,9903.88.15,7.5
8449.00.50,84490050,9903.88.15,7.5
8450.11.00,84501100,9903.88.15,7.5
8450.20.00,84502000,9903.88.15,7.5
8450.90.20,84509020,9903.88.15,7.5
8450.90.40,84509040,9903.88.15,7.5
8450.90.60,84509060,9903.88.15,7.5
8451.10.00,84511000,9903.88.03,25.0
8451.21.00,84512100,9903.88.03,25.0
8451.29.00,84512900,9903.88.03,25.0
8451.30.00,84513000,9903.88.03,25.0
8451.40.00,84514000,9903.88.03,25.0
8451.50.00,84515000,9903.88.03,25.0
8451.80.00,84518000,9903.88.03,25.0
8451.90.30,84519030,9903.88.03,25.0
8451.90.60,84519060,9903.88.03,25.0
8451.90.90,84519090,9903.88.03,25.0
8452.10.00,84521000,9903.88.15,7.5
8452.21.10,84522110,9903.88.15,7.5
8452.21.90,84522190,9903.88.15,7.5
8452.29.10,84522910,9903.88.15,7.5
8452.29.90,84522990,9903.88.03,25.0
8452.30.00,84523000,9903.88.15,7.5
8452.90.10,84529010,9903.88.15,7.5
8452.90.20,84529020,9903.88.15,7.5
8453.10.00,84531000,9903.88.15,7.5
8453.20.00,84532000,9903.88.15,7.5
8453.80.00,84538000,9903.88.15,7.5
8453.90.10,84539010,9903.88.15,7.5
8453.90.50,84539050,9903.88.15,7.5
8454.10.00,84541000,9903.88.01,25.0
8454.20.00,84542000,9903.88.03,25.0
8454.30.00,84543000,9903.88.01,25.0
8454.90.00,84549000,9903.88.01,25.0
8455.10.00,84551000,9903.88.01,25.0
8455.21.00,84552100,9903.88.01,25.0
8455.22.00,84552200,9903.88.01,25.0
8455.30.00,84553000,9903.88.01,25.0
8455.90.40,84559040,9903.88.02,25.0
8455.90.80,84559080,9903.88.01,25.0
8456-11-10 00:00:00,8456-11-10 00:00:00,9903.88.01,25.0
8456.11.70,84561170,9903.88.01,25.0
8456.11.90,84561190,9903.88.01,25.0
8456-12-10 00:00:00,8456-12-10 00:00:00,9903.88.01,25.0
8456.12.70,84561270,9903.88.01,25.0
8456.12.90,84561290,9903.88.01,25.0
8456.20.10,84562010,9903.88.01,25.0
8456.20.50,84562050,9903.88.01,25.0
8456.30.10,84563010,9903.88.01,25.0
8456.30.50,84563050,9903.88.01,25.0
8456.40.10,84564010,9903.88.01,25.0
8456.40.90,84564090,9903.88.01,25.0
8456.50.00,84565000,9903.88.01,25.0
8456.90.31,84569031,9903.88.01,25.0
8456.90.71,84569071,9903.88.01,25.0
8457.10.00,84571000,9903.88.01,25.0
8457.20.00,84572000,9903.88.01,25.0
8457.30.00,84573000,9903.88.01,25.0
8458.11.00,84581100,9903.88.01,25.0
8458.19.00,84581900,9903.88.01,25.0
8458.91.10,84589110,9903.88.01,25.0
8458.91.50,84589150,9903.88.01,25.0
8458.99.10,84589910,9903.88.01,25.0
8458.99.50,84589950,9903.88.01,25.0
8459.10.00,84591000,9903.88.01,25.0
8459.21.00,84592100,9903.88.01,25.0
8459.29.00,84592900,9903.88.03,25.0
8459.31.00,84593100,9903.88.01,25.0
8459.39.00,84593900,9903.88.01,25.0
8459.41.00,84594100,9903.88.01,25.0
8459.49.00,84594900,9903.88.01,25.0
8459.51.00,84595100,9903.88.01,25.0
8459.59.00,84595900,9903.88.03,25.0
8459.61.00,84596100,9903.88.01,25.0
8459.69.00,84596900,9903.88.01,25.0
8459.70.40,84597040,9903.88.01,25.0
8459.70.80,84597080,9903.88.01,25.0
8460.12.00,84601200,9903.88.01,25.0
8460.19.01,84601901,9903.88.01,25.0
8460.22.00,84602200,9903.88.01,25.0
8460.23.00,84602300,9903.88.01,25.0
8460.24.00,84602400,9903.88.01,25.0
8460.29.01,84602901,9903.88.01,25.0
8460.31.00,84603100,9903.88.01,25.0
8460.39.00,84603900,9903.88.03,25.0
8460.40.40,84604040,9903.88.01,25.0
8460.40.80,84604080,9903.88.01,25.0
8460.90.40,84609040,9903.88.01,25.0
8460.90.80,84609080,9903.88.01,25.0
8461.20.40,84612040,9903.88.01,25.0
8461.20.80,84612080,9903.88.01,25.0
8461.30.40,84613040,9903.88.01,25.0
8461.30.80,84613080,9903.88.01,25.0
8461.40.10,84614010,9903.88.01,25.0
8461.40.50,84614050,9903.88.01,25.0
8461.50.40,84615040,9903.88.01,25.0
8461.50.80,84615080,9903.88.03,25.0
8461.90.30,84619030,9903.88.01,25.0
8461.90.60,84619060,9903.88.01,25.0
8462.11.00,84621100,9903.88.01,25.0
8462.19.00,84621900,9903.88.01,25.0
8462.22.00,84622200,9903.88.01,25.0
8462.23.00,84622300,9903.88.01,25.0
8462.24.00,84622400,9903.88.01,25.0
8462.25.00,84622500,9903.88.01,25.0
8462.26.00,84622600,9903.88.01,25.0
8462.29.00,84622900,9903.88.01,25.0
8462.32.10,84623210,9903.88.01,25.0
8462.32.50,84623250,9903.88.01,25.0
8462.33.00,84623300,9903.88.01,25.0
8462.39.00,84623900,9903.88.01,25.0
8462.42.00,84624200,9903.88.01,25.0
8462.49.00,84624900,9903.88.01,25.0
8462.51.00,84625100,9903.88.01,25.0
8462.59.00,84625900,9903.88.01,25.0
8462.61.40,84626140,9903.88.01,25.0
8462.61.80,84626180,9903.88.01,25.0
8462.62.40,84626240,9903.88.01,25.0
8462.62.50,84626250,9903.88.01,25.0
8462.63.40,84626340,9903.88.01,25.0
8462.63.80,84626380,9903.88.01,25.0
8462.69.40,84626940,9903.88.01,25.0
8462.69.80,84626980,9903.88.01,25.0
8462.90.40,84629040,9903.88.01,25.0
8462.90.80,84629080,9903.88.01,25.0
8463.10.00,84631000,9903.88.01,25.0
8463.20.00,84632000,9903.88.01,25.0
8463.30.00,84633000,9903.88.01,25.0
8463.90.00,84639000,9903.88.01,25.0
8464-10-01 00:00:00,8464-10-01 00:00:00,9903.88.02,25.0
